stationName,Address,City,State,postalCode,Lat,Long,Charger type,Charger type (legend),stationModel,StationNetworkStatus,LastPortStatus,faultReason,station_label,ports_total,ports_charging,ports_occupied,ports_available,StatusTimestamp,_loaded_at_utc
NYC FLEET / DPRROCKAWAY80S2,350 80 St,Queens,New York,11693,40.591465,-73.80684,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-12-04T21:42:18Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_OVERLOOK-S1,80-30 Park Ln,Queens,New York,11415,40.71041066315062,-73.83532301719664,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-12-04T20:58:34Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_OVERLOOK-S2,80-30 Park Ln,Queens,New York,11415,40.710415,-73.835655,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,NEEDS SERVICE,Powered Off,Available,1,0,0,1,2025-12-12T22:32:10Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPRRIVERSIDE-S3,223 Riverside Dr,New York,New York,10025,40.79532230033775,-73.97625003173827,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,NEEDS SERVICE,Station Unreachable,Available,1,0,0,1,2024-12-12T01:36:20Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPRRIVERSIDE-S4,223 Riverside Dr,New York,New York,10025,40.79524793318497,-73.97632857406617,Level 2,Level 2 - Solar,CT4010-HD-GW,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:24:05Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_KENTAVE-1,372 Kent Ave,Brooklyn,New York,11249,40.71199841911077,-73.96830898465576,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:32:23Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_KENTAVE-2,372 Kent Ave,Brooklyn,New York,11249,40.71206347854881,-73.96844845952454,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:32:23Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_KENTAVE-3,372 Kent Ave,Brooklyn,New York,11249,40.71196588936792,-73.96839481534424,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:32:23Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DCAS100GLD_4_L3,100 Gold St,New York,New York,10038,40.710506,-74.003265,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:24:35Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / FDNY9METROTECH9,9 MetroTech Center,Brooklyn,New York,11201,40.694622,-73.983955,Level 2,Level 2,CPF50-L18,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2026-02-03T12:11:38Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOE_JADAMSHS2,101-01 Rockaway Blvd,Queens,New York,11417,40.678623,-73.83706,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:31:21Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DSNY_QBS-DCFC6,52-07 58th St,Queens,New York,11377,40.735185630708905,-73.9093248981476,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Occupied,1,0,1,0,2026-02-03T18:28:50Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DSNY_QBS-DCFC2,52-07 58th St,Queens,New York,11377,40.735298462337,-73.90959252645874,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:29:36Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DSNY_QBS-DCFC3,52-07 58th St,Queens,New York,11377,40.73526594398007,-73.90942086508178,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:31:10Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DSNY_QBS-DCFC5,52-07 58th St,Queens,New York,11377,40.73515585315912,-73.90909813491821,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Occupied,1,0,1,0,2026-02-03T18:30:43Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DSNY_QBS-DCFC4,52-07 58th St,Queens,New York,11377,40.735054574272574,-73.90908827116394,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:30:17Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DSNY_QBS-DCFC1,52-07 58th St,Queens,New York,11377,40.73508709273283,-73.90941013624573,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:28:50Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_26WARD_3_L3,12266 Flatlands Ave,Brooklyn,New York,11207,40.65238017463946,-73.87906675826646,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:27:49Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_26WARD_5_L3,12266 Flatlands Ave,Brooklyn,New York,11207,40.65233540621425,-73.8790372539673,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:24:42Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_26WARD_6_L3,12266 Flatlands Ave,Brooklyn,New York,11207,40.65230284734069,-73.87900774966813,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:32:20Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_WARDS_2_L3,104 B Rd,New York,New York,10035,40.787036431053856,-73.92487617462162,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:25:35Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / FDNY_FAB9-1,9 Reilly Blvd,New York,New York,10035,40.79211577076453,-73.91959772147845,Level 2,Level 2,CPF50-L18,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:30:39Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / FDNY_FAB14-1,9 Reilly Blvd,New York,New York,10035,40.79211069411406,-73.91954877116393,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:31:03Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_WARDS_3_L3,142 A Rd,New York,New York,10035,40.784992,-73.923805,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Occupied,1,0,1,0,2026-02-03T18:24:37Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_WARDS_4_L3,142 A Rd,New York,New York,10035,40.785046,-73.92385,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:25:25Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_WARDS_5_L3,142 A Rd,New York,New York,10035,40.785065,-73.92384,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:23:33Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_WARDS_6_L3,142 A Rd,New York,New York,10035,40.784992,-73.923744,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:30:33Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_WARDS_7_L3,149 8 Dr,New York,New York,10035,40.788452,-73.919815,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:31:05Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_WARDS_8_L3,149 8 Dr,New York,New York,10035,40.788433,-73.91971,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:23:28Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPRINWOODHLL-S1,600 W 218th St,New York,New York,10034,40.873863,-73.91964,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-12-15T21:17:06Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPRINWOODHLL-S2,600 W 218th St,New York,New York,10034,40.873837,-73.91961,Level 2,Level 2 - Solar,CT4010-HD-GW,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:26:39Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_BUSHWICK-S1,29 N 10th St,Brooklyn,New York,11249,40.72243121597033,-73.96036389577027,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2026-01-29T18:39:05Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPRTENISCNTR-S1,1-00 Meridian Rd,Queens,New York,11368,40.7519632,-73.8434068,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-12-22T16:44:06Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPOAKWWTP_4_L3,751 Mill Rd,Staten Island,New York,10306,40.551246643568916,-74.11647536441804,Level 3,Level 3,CPE250C-500-CCS1-CHD,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-06-23T14:03:37Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPOAKWWTP_3_L3,751 Mill Rd,Staten Island,New York,10306,40.55128536572635,-74.1163975803566,Level 3,Level 3,CPE250C-500-CCS1-CHD,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2026-02-03T17:57:35Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPOAKWWTP_5_L3,751 Mill Rd,Staten Island,New York,10306,40.55140560807255,-74.11630906745911,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:29:06Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPOAKWWTP_6_L3,751 Mill Rd,Staten Island,New York,10306,40.55142191210285,-74.11621250793458,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:30:34Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPOAKWWTP_7_L3,751 Mill Rd,Staten Island,New York,10306,40.55136892398982,-74.11620177909852,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:29:17Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPOAKWWTP_8_L3,751 Mill Rd,Staten Island,New York,10306,40.55147082416999,-74.1160730330658,Level 3,Level 3,CPE250C-500-CCS1-CHD,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-10-30T18:21:22Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_MILLPOND-S1,5968 Maj Wm Deegan Blvd,The Bronx,New York,10451,40.824818,-73.93248,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-12-05T04:51:38Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_DYKERBEA-S1,1121 86th St,Brooklyn,New York,11228,40.615921220245085,-74.01774216029662,Level 2,Level 2 - Solar,CT4010-HD2-GW-LTE,Unreachable,NEEDS SERVICE,Powered Off,Available,1,0,0,1,2025-12-05T20:24:26Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_MIDLAND-S4,3 Iroquois St,Staten Island,New York,10305,40.573902,-74.084564,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2026-01-29T18:44:53Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_FBF-S2,50 Aviation Rd,Brooklyn,New York,11234,40.59077,-73.88141,Level 2,Level 2 - Solar,CT4010-HD2-GW-LTE,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-12-11T18:15:20Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_GLENDALE-S1,69-46 Sybilla St,Queens,New York,11375,40.708668,-73.85484,Level 2,Level 2 - Solar,CT4010-HD-GW,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:28:58Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_GLENDALE-S2,69-46 Sybilla St,Queens,New York,11375,40.7086695,-73.8548398,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-10-30T18:04:46Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_OLMSTED-S1,12 Olmsted Dr,Queens,New York,11368,40.752014,-73.848076,Level 2,Level 2 - Solar,CT4010-HD2-GW-LTE,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2026-01-22T23:18:04Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_OKRDGE_1_L3,1 Forest Park Dr,Queens,New York,11421,40.69593956999706,-73.8661107196045,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Occupied,1,0,1,0,2026-02-03T18:24:17Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_OKRDGE_2_L3,1 Forest Park Dr,Queens,New York,11421,40.696117,-73.86624,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:26:07Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOE_Q80105,49-16 Vernon Blvd,Queens,New York,11101,40.742968,-73.9542546,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:25:31Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_BAISLEY-S1,118- 9 155th St,Queens,New York,11434,40.681206,-73.78738,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-12-09T03:30:29Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOEVERNONBLVD-6,49-44 Vernon Blvd,Queens,New York,11101,40.74966343232623,-73.95255794232787,Level 2,Level 2,CPF50-L18,Reachable,INUSE,NONE,Occupied,1,0,1,0,2026-02-03T18:25:07Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOEVERNONBLVD-7,44-36 Vernon Blvd,Queens,New York,11101,40.74957402611786,-73.95250429814757,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:25:07Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DSNY_Q01-DCFC1,34-28 21st St,Queens,New York,11106,40.76191749467333,-73.93513618650817,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:23:41Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DSNY_Q01-DCFC2,34-28 21st St,Queens,New York,11106,40.761958126329176,-73.93509863558197,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Occupied,1,0,1,0,2026-02-03T18:31:38Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DSNY_BK16-DCFC1,922 Georgia Ave,Brooklyn,New York,11207,40.65436848701995,-73.88993125396726,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:32:40Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DSNY_BK16-DCFC2,922 Georgia Ave,Brooklyn,New York,11207,40.654222697443274,-73.88983125396729,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:30:24Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPRROCKAWAY97S2,9111 Shore Front Pkwy,Queens,New York,11693,40.58421390792489,-73.81322744047546,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2026-01-24T03:37:41Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPRROCKAWAY97S1,1 Beach 56th Pl,Queens,New York,11692,40.58312,-73.81757,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2026-01-29T17:20:17Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOC_SDC-1,SDC OFFICE,Queens,New York,11370,40.79007681006387,-73.87942995498658,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:29:51Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNRVWWTP_7_L3,725 W 135th St,New York,New York,10031,40.82543,-73.95771,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:30:51Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNRVWWTP_5_L3,725 W 135th St,New York,New York,10031,40.82543,-73.95779,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:24:43Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNRVWWTP_3_L3,725 W 135th St,New York,New York,10031,40.825413,-73.95779,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:23:18Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNRVWWTP_6_L3,725 W 135th St,New York,New York,10031,40.82537,-73.95784,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:27:23Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNRVWWTP_4_L3,725 W 135th St,New York,New York,10031,40.82541,-73.957825,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:32:13Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNRVWWTP_2_L3,725 W 135th St,New York,New York,10031,40.825397,-73.95776,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:28:05Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOE_FLATLANDS-1,6565 Flatlands Ave,Brooklyn,New York,11236,40.63352730198241,-73.91755218650819,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:27:40Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPQUEENSREP-S1,106-36 180th St,Queens,New York,11433,40.70288549999999,-73.77784361534425,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2026-01-24T04:28:57Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_7WARDSI-S4,117 K Rd,New York,New York,10035,40.791462,-73.92209,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2026-01-24T05:40:04Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_7WARDSI-S6,117 K Rd,New York,New York,10035,40.79139,-73.9221,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2026-01-24T04:31:34Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_7WARDSI-S7,116 K Rd,New York,New York,10035,40.79128,-73.92226,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2026-01-24T04:42:22Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_7WARDSI-S5,116 K Rd,New York,New York,10035,40.79134,-73.92219,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2026-01-24T05:02:08Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_7WARDSI-S3,116 K Rd,New York,New York,10035,40.79121,-73.92232,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-12-05T00:23:20Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPRWFMARNA_4_L3,109-5 Marina Rd,Queens,New York,11368,40.760345,-73.85546,Level 3,Level 3 - Public Stations,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:30:39Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPRWFMARNA_5_L3,109-5 Marina Rd,Queens,New York,11368,40.76038,-73.85531,Level 3,Level 3 - Public Stations,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:24:44Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPRWFMARNA_3_L3,109-5 Marina Rd,Queens,New York,11368,40.760345,-73.85537,Level 3,Level 3 - Public Stations,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:26:50Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPRWFMARNA_2_L3,109-5 Marina Rd,Queens,New York,11368,40.76033,-73.855286,Level 3,Level 3 - Public Stations,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:25:52Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_26WRDP_1_L3,12266 Flatlands Ave,Brooklyn,New York,11207,40.653805,-73.88026,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:23:03Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_26WRDP_2_L3,12266 Flatlands Ave,Brooklyn,New York,11207,40.653778,-73.88031,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:29:51Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_26WRDP_3_L3,12266 Flatlands Ave,Brooklyn,New York,11207,40.65379,-73.88022,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:25:51Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / FDNY_E176#1,453 E 176th St,The Bronx,New York,10457,40.846320019983935,-73.89910494232788,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:27:04Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_FRSTRYRES#2,1010 Queens Plaza South,Queens,New York,11101,40.754081518407,-73.947696581402,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:27:18Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / FDNY_35EMPIRE#1,35 Empire Blvd,Brooklyn,New York,11205,40.66352752330014,-73.96133581349181,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:28:31Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_WILLIAMSBR,1400 Williamsbridge Road,The Bronx,New York,10461,40.842463083001,-73.844144390961,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Available,2,1,0,1,2026-02-03T18:24:15Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_SHAFT18-4,20 Westlake Dr,Valhalla,New York,10595,41.0854673189477,-73.77545329312878,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:25:40Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / HRA_11THAVE-8,512 W 27th St,New York,New York,10001,40.750512527450674,-74.00317746347655,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:25:09Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / HRA_11THAVE-7,260 11th Ave,New York,New York,10001,40.7510327,-74.0052374,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:26:31Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOB_BRDWY_1_L3,280 Broadway,New York,New York,10007,40.714356052122,-74.005333702097,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:29:55Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DSNY_BK18-DCFC2,105-01 Foster Ave,Brooklyn,New York,11236,40.652574128602815,-73.89992044232787,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:23:41Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DSNY_BK18-DCFC1,105-01 Foster Ave,Brooklyn,New York,11236,40.65256231696069,-73.89998008493556,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:28:05Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOE_SPRGFLDHS-1,143-10 Springfield Blvd,Queens,New York,11413,40.6675872,-73.75817420000001,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:30:13Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOE_STJOSEPH-1,85 St Josephs Ave,Staten Island,New York,10302,40.63423989139876,-74.1425064576721,Level 2,Level 2,CPF50-L18-PEDMNT-CMK6,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:29:21Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_SHAFT10-2,1286 US-6,Carmel Hamlet,New York,10512,41.4031625,-73.70553840000001,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:30:42Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_73PCT_1_L3,1470 East New York Avenue,Brooklyn,New York,11212,40.670708541705,-73.913094447995,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:30:22Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOC_WFACADMIN-1,16-06 Hazen St,The Bronx,New York,11370,40.792628585033256,-73.89223641446381,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:29:29Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOC_RADIO-1,10- 10 Hazen St,The Bronx,New York,11370,40.789531796327324,-73.88770348122864,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,1,1,2026-02-03T18:25:23Z,2026-02-03T18:33:15.790551+00:00
