stationName,Address,City,State,postalCode,Lat,Long,Charger type,Charger type (legend),stationModel,StationNetworkStatus,LastPortStatus,faultReason,station_label,ports_total,ports_charging,ports_occupied,ports_available,StatusTimestamp,_loaded_at_utc
NYC FLEET / DEPNTWNOFFICE-1,329 Greenpoint Avenue,Brooklyn,New York,11222,40.731281376917,-73.947979867384,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:31:36Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNTWNOFFICE-2,329 Greenpoint Avenue,Brooklyn,New York,11222,40.731269828081,-73.948135641045,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:23:50Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNTWNOFFICE-3,329 Greenpoint Avenue,Brooklyn,New York,11222,40.731270066611,-73.94818243122,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:24:21Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNTWNOFFICE-4,329 Greenpoint Avenue,Brooklyn,New York,11222,40.731287872396,-73.948336870998,Level 2,Level 2,CT4020-HD-GW,Reachable,INUSE,NONE,Available,2,1,0,1,2026-02-03T18:24:21Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNTWNOFFICE-5,329 Greenpoint Avenue,Brooklyn,New York,11222,40.731239594469,-73.948509509328,Level 2,Level 2,CT4020-HD-GW,Reachable,INUSE,NONE,Charging,2,1,1,0,2026-02-03T18:27:18Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNTWNOFFICE-6,329 Greenpoint Avenue,Brooklyn,New York,11222,40.731250905162,-73.948398278293,Level 2,Level 2,CT4020-HD-GW,Reachable,INUSE,NONE,Charging,2,1,1,0,2026-02-03T18:31:23Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNTWNOFFICE-7,329 Greenpoint Avenue,Brooklyn,New York,11222,40.731197202988,-73.948834825627,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:31:54Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPRCUNINGHM7A-B,196-03 Grand Central Pkwy,Queens,New York,11423,40.7250256,-73.77180369999999,Level 2,Level 2,CT4020-HD2-GW-LTE,Unreachable,NEEDS SERVICE,Powered Off,Available,2,0,0,2,2025-01-14T15:20:12Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_CFP_2_L3,3701 Jerome Avenue,The Bronx,New York,10467,40.887313440651,-73.881463713411,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:28:41Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOE_R002#1,333 Midland Ave,Staten Island,New York,10306,40.57720260450866,-74.10027322513123,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:28:39Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_SUTTON_1_L3,465 Columbus Avenue,Valhalla,New York,10595,41.107090535663,-73.78121101813,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:23:47Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_SUTTON_2_L3,465 Columbus Avenue,Valhalla,New York,10595,41.107088759853,-73.781202981176,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Occupied,1,0,1,0,2026-02-03T18:31:52Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOC_HAZENDCFC,14- 14 Hazen Street,The Bronx,New York,11370,40.79468368883,-73.88397475802,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:26:22Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_PIER36#1,299 South St,New York,New York,10002,40.7100453,-73.9862615,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:28:14Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_PIER36#2,299 South St,New York,New York,10002,40.710053432671764,-73.98611129629516,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:26:52Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_WHTHLLFRY-1,1 South Street,New York,New York,10004,40.701021496728,-74.013383382199,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:29:36Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_AVIATN_1_L3,84 Citation Dr,Wappingers Falls,New York,12590,41.6290535,-73.88627819999999,Level 3,Level 3,CPE250C-500-CCS1-CHD,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-07-14T19:03:50Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_AVIATN_2_L3,84 Citation Dr,Wappingers Falls,New York,12590,41.62908557755235,-73.88621919140165,Level 3,Level 3,CPE250C-500-CCS1-CHD,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-07-14T18:57:52Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DCAS_CSHLD_2_L3,6626 Metropolitan Avenue,Queens,New York,11379,40.710937871495,-73.890846016401,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:23:28Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DCAS_CSHLD_1_L3,6626 Metropolitan Avenue,Queens,New York,11379,40.710928962236,-73.890848313027,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:29:54Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DCAS_CSHLD_3_L3,66-26 Metropolitan Avenue,Queens,New York,11379,40.710921619913,-73.890737302925,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:26:19Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_STONEHNGE-1,1150 Clove Road,Staten Island,New York,10301,40.617853749586,-74.105476070741,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Available,2,0,1,1,2026-02-03T18:27:01Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_ROSEDALE-1,240- 2 128th Ave,Queens,New York,11422,40.6815273,-73.7269799,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:30:27Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_ROSEDALE-2,240- 2 128th Ave,Queens,New York,11422,40.68152730000001,-73.7269611245369,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:31:33Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_SHFT10_1_L3,1286 U.S. 6,Carmel Hamlet,New York,10512,41.402311234041,-73.706274757746,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:23:17Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_BKDEPOT-1,140 58th Street,Brooklyn,New York,11220,40.64220846916,-74.026766009826,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,1,0,1,2026-02-03T18:27:37Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_ARKVILLE-3,669 County Road 38,Arkville,New York,12406,42.157671211077,-74.620231446827,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Available,2,1,0,1,2026-02-03T18:25:37Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_ARKVILLE-2,669 County Road 38,Arkville,New York,12406,42.157669545091,-74.620302507687,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Available,2,0,1,1,2026-02-03T18:29:06Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_ARKVILLE-4,669 County Road 38,Arkville,New York,12406,42.157662487619,-74.620177916618,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:23:44Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_WTC_1_L3,80 John Street,New York,New York,10038,40.708126167882,-74.006737081221,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:32:42Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_WTC_2_L3,80 John Street,New York,New York,10038,40.708065949648,-74.006770220513,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:28:08Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_STRHSE_2_L3,66-26 Metropolitan Avenue,Queens,New York,11379,40.7113228044,-73.891880153679,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:27:32Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_STRHSE_1_L3,66-26 Metropolitan Avenue,Queens,New York,11379,40.711266699013,-73.891959693824,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:25:14Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_STORHOUSE-2,66-26 Metropolitan Avenue,Queens,New York,11379,40.711262013168,-73.892026238753,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:25:27Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_STORHOUSE-1,66-26 Metropolitan Avenue,Queens,New York,11379,40.711268240068,-73.892065003709,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:32:37Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DSNY_Q13W-DCFC1,75-05 Douglaston Pkwy,Queens,New York,11362,40.74362937147849,-73.73350998465577,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:31:32Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DSNY_Q11W-DCFC1,75-05 Douglaston Pkwy,Queens,New York,11362,40.7436944,-73.73355289999999,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:26:38Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPQNSNSWR_2_L3,133-25 32nd Avenue,Queens,New York,11354,40.767153899269,-73.835498298681,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:24:26Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPQNSNSWR_3_L3,133-25 32nd Avenue,Queens,New York,11354,40.767124441148,-73.835483219815,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Available,1,0,0,1,2026-02-03T18:24:36Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPQNSNSWR_1_L3,133-25 32nd Avenue,Queens,New York,11354,40.767105223172,-73.835450215197,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:26:52Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_Q7-2,133-25 32nd Avenue,Queens,New York,11354,40.767307811085,-73.835337930605,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:26:16Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_Q7-3,133-25 32nd Avenue,Queens,New York,11354,40.767265855517,-73.835334161631,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:30:24Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_Q7-4,133-25 32nd Avenue,Queens,New York,11354,40.767237908647,-73.835321151661,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:26:05Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_206YRD_1_L3,300 West 206th Street,New York,New York,10034,40.862500947937,-73.917242416068,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:26:32Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_206TH_YRD-2,300 West 206th Street,New York,New York,10034,40.862330698434,-73.916877770578,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:27:40Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_206TH_YRD-1,300 West 206th Street,New York,New York,10034,40.862451454657,-73.917105695039,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:23:58Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_116TH_7_L3,244-04 North Conduit Avenue,Queens,New York,11422,40.66617367464,-73.73310979834,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:29:09Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_116TH_8_L3,244-04 North Conduit Avenue,Queens,New York,11422,40.666180323323,-73.733147670808,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:25:48Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_116TH_6_L3,244-04 North Conduit Avenue,Queens,New York,11422,40.666170262868,-73.73316663143,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:24:35Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_116TH_5_L3,244-04 North Conduit Avenue,Queens,New York,11422,40.666164716957,-73.733148275553,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:24:58Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_116TH_2_L3,244-04 North Conduit Avenue,Queens,New York,11422,40.66616646149901,-73.73316871682205,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:29:59Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_116TH_3_L3,244-04 North Conduit Avenue,Queens,New York,11422,40.666158508335,-73.733252832679,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:25:15Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_116TH_1_L3,244-04 North Conduit Avenue,Queens,New York,11422,40.666163400125,-73.73325612227,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:26:39Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_116TH_4_L3,244-04 North Conduit Avenue,Queens,New York,11422,40.666178183336,-73.733349280821,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:27:48Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_STHSE_LD-1,6626 Metropolitan Ave,Queens,New York,11379,40.711550433747036,-73.89226768122863,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:28:21Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_STHSE_LD-2,6626 Metropolitan Ave,Queens,New York,11379,40.71157483120784,-73.89205310450744,Level 2,Level 2,CT4020-HD2-GW-LTE,Unreachable,UNREACHABLE,NONE,Available,2,0,0,2,2026-02-03T17:39:19Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_MSPTHPK-2,54-8 43rd St,Queens,New York,11378,40.73199912098944,-73.92478548598329,Level 2,Level 2,CT4025-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:32:29Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_SVD_2_L3,188 West 230th Street,The Bronx,New York,10463,40.876045404843,-73.905806815201,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:27:52Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_SVD_1_L3,188 West 230th Street,The Bronx,New York,10463,40.87602695422,-73.905667825859,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:31:46Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_BKWARMEMOR1,195 Cadman Plaza West,Brooklyn,New York,11201,40.698551681811,-73.990740217038,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:31:47Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_BKWARMEMOR2,195 Cadman Plaza West,Brooklyn,New York,11201,40.698547889162,-73.990643746663,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:32:26Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_BRUNO_2_L3,25 14th Street,Brooklyn,New York,11215,40.670242250685,-73.996845235744,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:27:32Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_BRUNO_1_L3,25 14th Street,Brooklyn,New York,11215,40.670254901591,-73.996820985387,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:25:10Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_67PCT-2,2820 Snyder Ave,Brooklyn,New York,11226,40.64863649487458,-73.95018299140168,Level 2,Level 2,CPF50,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:28:43Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOE_K802_1_L3,409 Red Hook Lane,Brooklyn,New York,11201,40.691323587603,-73.988688976087,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:27:22Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPROLMBRADDICK2,117 Roosevelt Avenue,Queens,New York,11368,40.751088511863,-73.848629477009,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Available,2,1,0,1,2026-02-03T18:30:37Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_JUNIPER1,62- 45 71st Street,Queens,New York,11379,40.718742283969,-73.884663489038,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:27:39Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_JUNIPER2,62- 45 71st Street,Queens,New York,11379,40.718723209203,-73.884615361788,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:32:11Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / FDNYMS ST1,135-16 38th Ave,Queens,New York,11354,40.7602414,-73.8320129,Level 2,Level 2,CPF50-L18,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-04-23T06:11:54Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_GRHMS_2_L3,7866 New York 42,Grahamsville,New York,12740,41.843767865211,-74.541125501243,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:28:17Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DCAS_PSAC2_1_L3,350 Marconi Street,The Bronx,New York,10461,40.855139131563,-73.837283067474,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:31:54Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DCAS_PSAC2_2_L3,350 Marconi Street,The Bronx,New York,10461,40.855140434133,-73.83731082214,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:24:16Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DCAS_PSAC2_3_L3,350 Marconi Street,The Bronx,New York,10461,40.85511340725,-73.837312217983,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:27:00Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_CRFLSP_1_L3,16 Samantha Lane,Carmel Hamlet,New York,10512,41.359172002606,-73.669126599217,Level 3,Level 3,CPE250C-500-CHD-CCS1,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:30:06Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_THOMSN_1_L3,30-30 Thomson Avenue,Queens,New York,11101,40.74340972191,-73.936338055264,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:23:15Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_THOMSN_2_L3,30-30 Thomson Avenue,Queens,New York,11101,40.743423348354,-73.936302775722,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:32:01Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DCAS_PSAC2_4_L3,350 Marconi St,The Bronx,New York,10461,40.8552,-73.83611,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:27:25Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / FDNY_EMS7-1,100 Duane Street,New York,New York,10007,40.715568148306,-74.006083252498,Level 2,Level 2,CPF50-L18,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-11-03T22:19:51Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_40PCT-2,555 E 149th St,The Bronx,New York,10455,40.8145031,-73.9131475,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:31:18Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_40PCT-3,555 E 149th St,The Bronx,New York,10455,40.8145031,-73.9131475,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:31:18Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / HRA_BKFLTN_1_L3,2440 Fulton Street,Brooklyn,New York,11207,40.677327608538,-73.904724203876,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:30:05Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / HRA_BKFLTN_2_L3,2440 Fulton St,Brooklyn,New York,11207,40.677654,-73.90369,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:28:22Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / HRA_BKFLTN_3_L3,2440 Fulton St,Brooklyn,New York,11207,40.6776553,-73.9036844,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:26:41Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_ORCHDBCHQ-1,2 Orchard Beach Road,The Bronx,New York,10464,40.864639065214,-73.796790430946,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:28:01Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_ORCHDBCHQ-2,2 Orchard Beach Road,The Bronx,New York,10464,40.864532974089,-73.796782717539,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:32:17Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_ORCHDBCHQ-4,2 Orchard Beach Road,The Bronx,New York,10464,40.864200810165,-73.796301657924,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:31:35Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_ORCHDBCHQ-5,2 Orchard Beach Road,The Bronx,New York,10464,40.864193518197,-73.79627589605,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:24:44Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_ORCHDBCHQ-6,2 Orchard Beach Road,The Bronx,New York,10464,40.864102168673,-73.796254001708,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:31:42Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_ORCHDBCHQ-3,2 Orchard Beach Road,The Bronx,New York,10464,40.864205484347,-73.796313392486,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:23:44Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_41PCT_2_L3,1035 Longwood Avenue,The Bronx,New York,10459,40.81654920645,-73.895361974663,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:24:21Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_41PCT_1_L3,1035 Longwood Avenue,The Bronx,New York,10459,40.816582838057,-73.895389212481,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:25:54Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_QNSWTR_1_L3,49- 14 Fresh Meadow Lane,Queens,New York,11365,40.747104050302,-73.795480733844,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:26:09Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_QNSWTR_2_L3,49- 14 Fresh Meadow Lane,Queens,New York,11365,40.747124673474,-73.795559898347,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:27:23Z,2026-02-03T18:33:15.790551+00:00
